회사명,거래소코드,회계년도,매출액(영업수익)(*)(연결),영업이익(손실)(연결),당기순이익(순손실)(연결)
(주)케이티프리텔,032390,2007/12,7326783376,425068752,250482468
(주)케이티프리텔,032390,2008/12,8206586593,386768220,154391359
(주)케이프,064820,2007/12,,,
(주)케이프,064820,2008/12,,,
(주)케이프,064820,2009/12,,,
(주)케이프,064820,2010/12,,,
(주)케이피에프,024880,2000/12,,,
(주)케이피에프,024880,2001/12,,,
(주)케이피에프,024880,2002/12,,,
(주)케이피에프,024880,2003/12,,,
(주)케이피에프,024880,2004/12,,,
(주)케이피에프,024880,2005/12,,,
(주)케이피에프,024880,2006/12,,,
(주)케이피에프,024880,2007/12,,,
(주)케이피에프,024880,2008/12,,,
(주)케이피에프,024880,2009/12,,,
(주)케이피에프,024880,2010/12,185368821,7866854,13832370
(주)케이피엠테크,042040,2003/12,,,
(주)케이피엠테크,042040,2004/12,,,
(주)케이피엠테크,042040,2005/12,,,
(주)케이피엠테크,042040,2006/12,,,
(주)케이피엠테크,042040,2007/12,,,
(주)케이피엠테크,042040,2008/12,,,
(주)케이피엠테크,042040,2009/12,,,
(주)케이피엠테크,042040,2010/12,,,
(주)케이피케미칼,064420,2002/12,,,
(주)케이피케미칼,064420,2003/12,,,
(주)케이피케미칼,064420,2004/12,1532349731,127289584,69150047
(주)케이피케미칼,064420,2005/12,1548602958,72570983,65048843
(주)케이피케미칼,064420,2006/12,1664348138,-18049337,3369625
(주)케이피케미칼,064420,2007/12,2015945681,40480337,36929804
(주)케이피케미칼,064420,2008/12,2181506132,-8728111,-4522085
(주)케이피케미칼,064420,2009/12,2757202750,238676365,168695437
(주)케이피케미칼,064420,2010/12,3090046084,244526203,196315355
(주)케이피티유,054410,2002/12,10888065,1026498,1907537
(주)케이피티유,054410,2003/12,116665270,243328,456804
(주)케이피티유,054410,2004/12,144590737,5721406,8112104
(주)케이피티유,054410,2005/12,148899320,-937661,-3834062
(주)케이피티유,054410,2006/12,,,
(주)케이피티유,054410,2007/12,,,
(주)케이피티유,054410,2008/12,,,
(주)케이피티유,054410,2009/12,,,
(주)케이피티유,054410,2010/12,,,
(주)켐트로닉스,089010,2007/12,,,
(주)켐트로닉스,089010,2008/12,146118393,569060,-12885876
(주)켐트로닉스,089010,2009/12,190507907,9050557,5725117
(주)켐트로닉스,089010,2010/12,201691396,11536720,5036631
(주)코닉스,017210,2000/12,,,
(주)코닉스,017210,2001/12,,,
(주)코다코,046070,2000/12,,,
(주)코다코,046070,2001/12,,,
(주)코다코,046070,2002/12,,,
(주)코다코,046070,2003/12,,,
(주)코다코,046070,2004/12,,,
(주)코다코,046070,2005/12,,,
(주)코다코,046070,2006/12,,,
(주)코다코,046070,2007/12,,,
(주)코다코,046070,2008/12,,,
(주)코다코,046070,2009/12,,,
(주)코다코,046070,2010/12,,,
(주)코데즈컴바인,047770,2001/12,,,
(주)코데즈컴바인,047770,2002/12,,,
(주)코데즈컴바인,047770,2003/12,,,
(주)코데즈컴바인,047770,2004/12,,,
(주)코데즈컴바인,047770,2005/12,,,
(주)코데즈컴바인,047770,2006/12,,,
(주)코데즈컴바인,047770,2007/12,,,
(주)코데즈컴바인,047770,2008/12,,,
(주)코데즈컴바인,047770,2009/12,163040232,16247578,6488730
(주)코데즈컴바인,047770,2010/12,194216597,17663675,8945902
(주)코디,080530,2010/12,,,
(주)코레스,008340,2000/12,,,
(주)코레스,008340,2001/12,,,
(주)코레스,008340,2002/12,,,
(주)코레스,008340,2003/12,,,
(주)코레스,008340,2004/12,,,
(주)코레스,008340,2005/12,,,
(주)코레스,008340,2006/12,,,
(주)코레스,008340,2007/12,,,
(주)코레스,008340,2008/12,,,
(주)코레스,008340,2009/12,,,
(주)코리아나화장품,027050,2000/12,,,
(주)코리아나화장품,027050,2001/12,,,
(주)코리아나화장품,027050,2002/12,,,
(주)코리아나화장품,027050,2003/12,189727789,-21603494,-37586789
(주)코리아나화장품,027050,2004/12,160921640,-5733450,-12854012
(주)코리아나화장품,027050,2005/12,136087206,1097866,2058535
(주)코리아나화장품,027050,2006/12,,,
(주)코리아나화장품,027050,2007/12,,,
(주)코리아나화장품,027050,2008/12,,,
(주)코리아나화장품,027050,2009/12,,,
(주)코리아나화장품,027050,2010/12,,,
(주)코리아링크,037410,2000/12,,,
(주)코리아링크,037410,2001/12,,,
(주)코리아링크,037410,2002/12,,,
(주)코리아써키트,007810,2000/12,311745923,22243062,16360077
(주)코리아써키트,007810,2001/12,298694371,8259789,10318463
(주)코리아써키트,007810,2002/12,301868107,20800523,10240285
(주)코리아써키트,007810,2003/12,421485736,43354527,27653587
(주)코리아써키트,007810,2004/12,554258806,73771729,55825556
(주)코리아써키트,007810,2005/12,511660056,28426118,29227841
(주)코리아써키트,007810,2006/12,429017539,-22549153,-14617787
(주)코리아써키트,007810,2007/12,416012377,-33842613,-17061059
(주)코리아써키트,007810,2008/12,515346664,-2351960,1809598
(주)코리아써키트,007810,2009/12,245657417,-3475108,3416826
(주)코리아써키트,007810,2010/12,318571451,3842716,10486465
(주)코리아에스이,101670,2008/12,,,
(주)코리아에스이,101670,2009/12,,,
(주)코리아에스이,101670,2010/12,,,
(주)코맥스,036690,2000/12,,,
(주)코맥스,036690,2001/12,,,
(주)코맥스,036690,2002/12,,,
(주)코맥스,036690,2003/12,,,
(주)코맥스,036690,2004/12,,,
(주)코맥스,036690,2005/12,,,
(주)코맥스,036690,2006/12,,,
(주)코맥스,036690,2007/12,,,
(주)코맥스,036690,2008/12,101795173,9630213,-35528847
(주)코맥스,036690,2009/12,90327187,8643119,-1879613
(주)코맥스,036690,2010/12,90978961,8172688,1896467
(주)코메론,049430,2001/12,,,
(주)코메론,049430,2002/12,,,
(주)코메론,049430,2003/12,,,
(주)코메론,049430,2004/12,,,
(주)코메론,049430,2005/12,,,
(주)코메론,049430,2006/12,29466908,6005165,3173742
(주)코메론,049430,2007/12,28673136,4771175,4333154
(주)코메론,049430,2008/12,39127823,5371720,1056545
(주)코메론,049430,2009/12,34013016,7585874,5249161
(주)코메론,049430,2010/12,40342112,8308314,6619639
(주)코미팜,041960,2001/12,,,
(주)코미팜,041960,2002/12,,,
(주)코미팜,041960,2003/12,,,
(주)코미팜,041960,2004/12,,,
(주)코미팜,041960,2005/12,,,
(주)코미팜,041960,2006/12,,,
(주)코미팜,041960,2007/12,,,
(주)코미팜,041960,2008/12,,,
(주)코미팜,041960,2009/12,,,
(주)코미팜,041960,2010/12,,,
(주)코세스,089890,2006/12,,,
(주)코세스,089890,2007/12,,,
(주)코세스,089890,2008/12,,,
(주)코세스,089890,2009/12,,,
(주)코세스,089890,2010/12,,,
(주)코센,009730,2000/12,,,
(주)코센,009730,2001/12,,,
(주)코센,009730,2002/12,32444425,-708503,634781
(주)코센,009730,2003/12,,,
(주)코센,009730,2004/12,,,
(주)코센,009730,2005/12,,,
(주)코센,009730,2006/12,,,
(주)코센,009730,2007/12,,,
(주)코센,009730,2008/12,,,
(주)코센,009730,2009/12,,,
(주)코센,009730,2010/12,,,
(주)코스나인,082660,2005/12,,,
(주)코스나인,082660,2006/12,,,
(주)코스나인,082660,2007/12,102227313,-17203995,-19609845
(주)코스나인,082660,2008/12,138462272,6789349,7806016
(주)코스나인,082660,2009/12,140370321,6321399,4407701
(주)코스나인,082660,2010/12,92243187,-923596,-2082406
(주)코스모스피엘씨,053170,2002/12,,,
(주)코스모스피엘씨,053170,2003/12,,,
(주)코스모스피엘씨,053170,2004/12,3167873,-1898592,-1842585
(주)코스모스피엘씨,053170,2005/12,,,
(주)코스모스피엘씨,053170,2006/12,5372956,-9661374,-38280150
(주)코스모스피엘씨,053170,2007/12,,,
(주)코스모스피엘씨,053170,2008/12,,,
(주)코스온,069110,2003/12,,,
(주)코스온,069110,2004/12,,,
(주)코스온,069110,2005/12,,,
(주)코스온,069110,2006/12,,,
(주)코스온,069110,2007/12,,,
(주)코스온,069110,2008/12,,,
(주)코스온,069110,2009/12,,,
(주)코스온,069110,2010/12,,,
(주)코아스,071950,2005/12,,,
(주)코아스,071950,2006/12,,,
(주)코아스,071950,2007/12,,,
(주)코아스,071950,2008/12,,,
(주)코아스,071950,2009/12,,,
(주)코아스,071950,2010/12,,,
(주)코아시아,045970,2000/12,,,
(주)코아시아,045970,2001/12,,,
(주)코아시아,045970,2002/12,13373555,-9190462,-12997683
(주)코아시아,045970,2003/12,,,
(주)코아시아,045970,2004/12,,,
(주)코아시아,045970,2005/12,177207923,10406329,-42197696
(주)코아시아,045970,2006/12,166595747,10224793,851430
(주)코아시아,045970,2007/12,175799254,13446963,4685912
(주)코아시아,045970,2008/12,249318491,20745557,-45488616
(주)코아시아,045970,2009/12,237691832,9440790,21671802
(주)코아시아,045970,2010/12,223156197,-5884708,397477
(주)코아에스앤아이,052350,2001/12,,,
(주)코아에스앤아이,052350,2002/12,,,
(주)코아에스앤아이,052350,2003/12,,,
(주)코아에스앤아이,052350,2004/12,,,
(주)코아에스앤아이,052350,2005/12,13257836,531731,1060117
(주)코아에스앤아이,052350,2006/12,,,
(주)코아에스앤아이,052350,2007/12,,,
(주)코아에스앤아이,052350,2008/12,,,
(주)코아에스앤아이,052350,2009/12,,,
(주)코아에스앤아이,052350,2010/12,,,
(주)코아정보시스템,039990,2000/12,,,
(주)코아정보시스템,039990,2001/12,,,
(주)코아정보시스템,039990,2002/12,,,
(주)코아정보시스템,039990,2003/12,,,
(주)코아정보시스템,039990,2004/12,,,
(주)코아정보시스템,039990,2005/12,,,
(주)코아정보시스템,039990,2006/12,,,
(주)코아정보시스템,039990,2007/12,,,
(주)코아정보시스템,039990,2008/12,,,
(주)코어비트,056850,2001/12,,,
(주)코어비트,056850,2002/12,,,
(주)코어비트,056850,2003/12,,,
(주)코어비트,056850,2004/12,,,
(주)코어비트,056850,2005/12,,,
(주)코어비트,056850,2006/12,18686831,-3400190,-6229573
(주)코어비트,056850,2007/12,,,
(주)코어비트,056850,2008/12,,,
(주)코어비트,056850,2009/12,,,
(주)코엔텍,029960,2004/12,,,
(주)코엔텍,029960,2005/12,,,
(주)코엔텍,029960,2006/12,,,
(주)코엔텍,029960,2007/12,,,
(주)코엔텍,029960,2008/12,,,
(주)코엔텍,029960,2009/12,,,
(주)코엔텍,029960,2010/12,,,
(주)코오롱,002020,2000/12,1787414891,161658553,-22573285
(주)코오롱,002020,2001/12,2005618114,120299279,36278454
(주)코오롱,002020,2002/12,2506832220,179991095,2738265
(주)코오롱,002020,2003/12,2777264152,22979248,-85769262
(주)코오롱,002020,2004/12,2599176073,-14666464,-199407175
(주)코오롱,002020,2005/12,2324595631,41734638,-6330996
(주)코오롱,002020,2006/12,2997574614,92445010,-9891408
(주)코오롱,002020,2007/12,3304005331,84103503,22243929
(주)코오롱,002020,2008/12,4886485546,207142008,86721552
(주)코오롱,002020,2009/12,3282189682,204212936,119934074
(주)코오롱,002020,2010/12,7311136181,437519467,206802519
(주)코원플레이,056000,2003/12,,,
(주)코원플레이,056000,2004/12,,,
(주)코원플레이,056000,2005/12,,,
(주)코원플레이,056000,2006/12,,,
(주)코원플레이,056000,2007/12,,,
(주)코원플레이,056000,2008/12,,,
(주)코원플레이,056000,2009/12,,,
(주)코원플레이,056000,2010/12,,,
(주)코콤,015710,2000/12,,,
(주)코콤,015710,2001/12,,,
(주)코콤,015710,2002/12,,,
(주)코콤,015710,2003/12,,,
(주)코콤,015710,2004/12,,,
(주)코콤,015710,2005/12,,,
(주)코콤,015710,2006/12,,,
(주)코콤,015710,2007/12,,,
(주)코콤,015710,2008/12,,,
(주)코콤,015710,2009/12,,,
(주)코콤,015710,2010/12,,,
(주)코텍,052330,2001/12,,,
(주)코텍,052330,2002/12,,,
(주)코텍,052330,2003/12,,,
(주)코텍,052330,2004/12,,,
(주)코텍,052330,2005/12,,,
(주)코텍,052330,2006/12,,,
(주)코텍,052330,2007/12,,,
(주)코텍,052330,2008/12,,,
(주)코텍,052330,2009/12,,,
(주)코텍,052330,2010/12,,,
(주)코프라,126600,2010/12,,,
(주)콤텍시스템,031820,2000/12,,,
(주)콤텍시스템,031820,2001/12,,,
(주)콤텍시스템,031820,2002/12,,,
(주)콤텍시스템,031820,2003/12,,,
(주)콤텍시스템,031820,2004/12,,,
(주)콤텍시스템,031820,2005/12,,,
(주)콤텍시스템,031820,2006/12,,,
(주)콤텍시스템,031820,2007/12,143003862,6876929,5723307
(주)콤텍시스템,031820,2008/12,150688026,3201626,686236
(주)콤텍시스템,031820,2009/12,158863369,6153149,4278527
(주)콤텍시스템,031820,2010/12,166146204,10942778,8877535
(주)쿨투,056020,2003/12,,,
(주)쿨투,056020,2004/12,,,
(주)쿨투,056020,2005/12,,,
(주)쿨투,056020,2006/12,,,
(주)쿨투,056020,2007/12,24992896,354871,-15140974
(주)쿨투,056020,2008/12,,,
(주)큐로,015590,2000/12,129550749,3813501,2299860
(주)큐로,015590,2001/12,193703485,4505897,1777396
(주)큐로,015590,2002/12,163750771,2783545,-6302737
(주)큐로,015590,2003/12,158724741,4758435,-5101714
(주)큐로,015590,2004/12,194627110,6557300,1200166
(주)큐로,015590,2005/12,142925900,-40317411,-65105454
(주)큐로,015590,2006/12,183752428,15009789,8907324
(주)큐로,015590,2007/12,244726497,19186952,15714226
(주)큐로,015590,2008/12,227786181,22324847,13868220
(주)큐로,015590,2009/12,248817516,27836159,16036050
(주)큐로,015590,2010/12,206114791,7777874,10210621
(주)큐로컴,040350,2002/12,,,
(주)큐로컴,040350,2003/12,,,
(주)큐로컴,040350,2004/12,,,
(주)큐로컴,040350,2005/12,18397065,-5859395,-16319029
(주)큐로컴,040350,2006/12,98283846,-8290836,-11981896
(주)큐로컴,040350,2007/12,,,
(주)큐로컴,040350,2008/12,145758517,-20285554,-32356463
(주)큐로컴,040350,2009/12,10545552,-10278406,-22409984
(주)큐로컴,040350,2010/12,15091834,-2530127,-6664694
(주)큐로홀딩스,051780,2001/12,,,
(주)큐로홀딩스,051780,2002/12,,,
(주)큐로홀딩스,051780,2003/12,4788784,-674689,-1734245
(주)큐로홀딩스,051780,2004/12,10288804,1042270,820057
(주)큐로홀딩스,051780,2005/12,,,
(주)큐로홀딩스,051780,2006/12,,,
(주)큐로홀딩스,051780,2007/12,10175113,-2305368,678830
(주)큐로홀딩스,051780,2008/12,20299492,-2237210,-21467583
(주)큐로홀딩스,051780,2009/12,4642601,-4751062,-12164393
(주)큐로홀딩스,051780,2010/12,10910257,-2745997,-5050153
(주)큐리어스,045050,2001/12,,,
(주)큐리어스,045050,2002/12,,,
(주)큐리어스,045050,2003/12,,,
(주)큐리어스,045050,2004/12,,,
(주)큐리어스,045050,2005/12,,,
(주)큐리어스,045050,2006/12,,,
(주)큐리어스,045050,2007/12,,,
(주)큐리어스,045050,2008/12,42878305,-14771141,-14165346
(주)큐리어스,045050,2009/12,40124792,-14409353,-22070558
(주)큐리어스,045050,2010/12,47991311,-12039437,-23383325
(주)큐앤에스,052880,2001/12,,,
(주)큐앤에스,052880,2002/12,,,
(주)큐앤에스,052880,2003/12,,,
(주)큐앤에스,052880,2004/12,64526619,-820992,-70218
(주)큐앤에스,052880,2005/12,62767509,901632,-1501392
(주)큐앤에스,052880,2006/12,52138007,1052075,-5089182
(주)큐앤에스,052880,2007/12,38757458,721631,-6957113
(주)큐앤에스,052880,2008/12,41335611,1142804,-9201133
(주)큐앤에스,052880,2009/12,47047427,1778327,-8212758
(주)큐앤에스,052880,2010/12,56221241,145077,-19821083
(주)큐에스아이,066310,2006/12,,,
(주)큐에스아이,066310,2007/12,,,
(주)큐에스아이,066310,2008/12,,,
(주)큐에스아이,066310,2009/12,20822965,91844,118521
(주)큐에스아이,066310,2010/12,,,
(주)크라운해태홀딩스,005740,2000/12,329324715,32147443,-2338763
(주)크라운해태홀딩스,005740,2001/12,348420152,30744938,7748740
(주)크라운해태홀딩스,005740,2002/12,373133948,33429126,23477025
(주)크라운해태홀딩스,005740,2003/12,394956386,26024754,12039991
(주)크라운해태홀딩스,005740,2004/12,408274687,19786001,13625908
(주)크라운해태홀딩스,005740,2005/12,943580187,11325566,-48493277
(주)크라운해태홀딩스,005740,2006/12,925350569,-5171013,-59502890
(주)크라운해태홀딩스,005740,2007/12,926925746,42896300,26154437
(주)크라운해태홀딩스,005740,2008/12,953762125,42977005,4876480
(주)크라운해태홀딩스,005740,2009/12,997384699,67996153,11502078
(주)크라운해태홀딩스,005740,2010/12,1050835200,91736778,20292417
(주)크레버스,096240,2008/12,,,
(주)크레버스,096240,2009/12,,,
(주)크레버스,096240,2010/12,106054120,5708556,912460
(주)크린앤사이언스,045520,2000/12,,,
(주)크린앤사이언스,045520,2001/12,,,
(주)크린앤사이언스,045520,2002/12,,,
(주)크린앤사이언스,045520,2003/12,,,
(주)크린앤사이언스,045520,2004/12,,,
(주)크린앤사이언스,045520,2005/12,,,
(주)크린앤사이언스,045520,2006/12,,,
(주)크린앤사이언스,045520,2007/12,,,
(주)크린앤사이언스,045520,2008/12,,,
(주)크린앤사이언스,045520,2009/12,,,
(주)크린앤사이언스,045520,2010/12,,,
(주)클라스타,037550,2002/12,,,
(주)클라스타,037550,2003/12,,,
(주)클라스타,037550,2004/12,,,
(주)클라스타,037550,2005/12,,,
(주)클라스타,037550,2006/12,,,
(주)클라스타,037550,2007/12,,,
(주)클라스타,037550,2008/12,2179223,-4516606,-43950954
(주)클라스타,037550,2009/12,4463598,-2699713,6063501
(주)클라스타,037550,2010/12,4033856,-4902131,-17342271
(주)클라우드에어,036170,2000/12,,,
(주)클라우드에어,036170,2001/12,,,
(주)클라우드에어,036170,2002/12,,,
(주)클라우드에어,036170,2003/12,,,
(주)클라우드에어,036170,2004/12,,,
(주)클라우드에어,036170,2005/12,,,
(주)클라우드에어,036170,2006/12,,,
(주)클라우드에어,036170,2007/12,,,
(주)클라우드에어,036170,2008/12,,,
(주)클라우드에어,036170,2009/12,,,
(주)클라우드에어,036170,2010/12,,,
(주)클루넷,067130,2002/12,,,
(주)클루넷,067130,2003/12,,,
(주)클루넷,067130,2004/12,,,
(주)클루넷,067130,2005/12,,,
(주)클루넷,067130,2006/12,16824392,-754352,-5307308
(주)클루넷,067130,2007/12,,,
(주)클루넷,067130,2008/12,26455542,2266566,2631277
(주)클루넷,067130,2009/12,,,
(주)클루넷,067130,2010/12,,,
(주)클리핑,025460,2003/12,,,
(주)클리핑,025460,2004/12,,,
(주)클리핑,025460,2005/12,,,
(주)클리핑,025460,2006/12,,,
(주)클리핑,025460,2007/12,,,
(주)클리핑,025460,2008/12,,,
(주)키다리스튜디오,020120,2000/12,86586843,-2698380,-36770663
(주)키다리스튜디오,020120,2001/12,62454257,-1305982,-16299833
(주)키다리스튜디오,020120,2002/12,54980307,-127520,-1274253
(주)키다리스튜디오,020120,2003/12,45020572,-1246237,-3567895
(주)키다리스튜디오,020120,2004/12,,,
(주)키다리스튜디오,020120,2005/12,,,
(주)키다리스튜디오,020120,2006/12,,,
(주)키다리스튜디오,020120,2007/12,,,
(주)키다리스튜디오,020120,2008/12,,,
(주)키다리스튜디오,020120,2009/12,,,
(주)키다리스튜디오,020120,2010/12,,,
(주)키이스트,054780,2003/12,,,
(주)키이스트,054780,2004/12,,,
(주)키이스트,054780,2005/12,,,
(주)키이스트,054780,2006/12,11422732,-5317863,-13247112
(주)키이스트,054780,2007/12,19994289,-8713223,-34016970
(주)키이스트,054780,2008/12,35206329,-1739104,-4830466
(주)키이스트,054780,2009/12,,,
(주)키이스트,054780,2010/12,,,
(주)탑엔지니어링,065130,2003/12,,,
(주)탑엔지니어링,065130,2004/12,,,
(주)탑엔지니어링,065130,2005/12,,,
(주)탑엔지니어링,065130,2006/12,,,
(주)탑엔지니어링,065130,2007/12,,,
(주)탑엔지니어링,065130,2008/12,,,
(주)탑엔지니어링,065130,2009/12,,,
(주)탑엔지니어링,065130,2010/12,134890234,14625415,7524964
(주)태경비케이,014580,2000/12,61089916,6020385,3957176
(주)태경비케이,014580,2001/12,61473077,5502318,5412148
(주)태경비케이,014580,2002/12,70416482,7625815,7588450
(주)태경비케이,014580,2003/12,67401300,4629955,3669578
(주)태경비케이,014580,2004/12,74796612,4500813,5093026
(주)태경비케이,014580,2005/12,90174619,5555413,5699017
(주)태경비케이,014580,2006/12,95843584,4957160,5165077
(주)태경비케이,014580,2007/12,99538635,3355534,3723962
(주)태경비케이,014580,2008/12,123412221,7762720,7591836
(주)태경비케이,014580,2009/12,118998525,17410046,15054956
(주)태경비케이,014580,2010/12,137771494,14898446,13877198
(주)태광,023160,2000/12,,,
(주)태광,023160,2001/12,,,
(주)태광,023160,2002/12,,,
(주)태광,023160,2003/12,,,
(주)태광,023160,2004/12,,,
(주)태광,023160,2005/12,,,
(주)태광,023160,2006/12,,,
(주)태광,023160,2007/12,,,
(주)태광,023160,2008/12,379953785,107579587,83128626
(주)태광,023160,2009/12,,,
(주)태광,023160,2010/12,,,
(주)태광이엔시,048140,2001/12,,,
(주)태광이엔시,048140,2002/12,,,
(주)태광이엔시,048140,2003/12,,,
(주)태광이엔시,048140,2004/12,,,
(주)태광이엔시,048140,2005/12,,,
(주)태광이엔시,048140,2006/12,,,
(주)태광이엔시,048140,2007/12,,,
(주)태광이엔시,048140,2008/12,,,
(주)태광이엔시,048140,2009/12,,,
(주)태양,053620,2001/12,,,
(주)태양,053620,2002/12,,,
(주)태양,053620,2003/12,,,
(주)태양,053620,2004/12,,,
(주)태양,053620,2005/12,,,
(주)태양,053620,2006/12,,,
(주)태양,053620,2007/12,,,
(주)태양,053620,2008/12,,,
(주)태양,053620,2009/12,,,
(주)태양,053620,2010/12,,,
(주)태영건설,009410,2000/12,485315855,22562896,37180786
(주)태영건설,009410,2001/12,508554102,57432113,44069218
(주)태영건설,009410,2002/12,649904832,78408832,72830140
(주)태영건설,009410,2003/12,847359375,86118324,57990602
(주)태영건설,009410,2004/12,826032417,62640409,43123198
(주)태영건설,009410,2005/12,834757942,34115083,28379338
(주)태영건설,009410,2006/12,881445099,15701562,13285266
(주)태영건설,009410,2007/12,1152796274,68637996,43491960
(주)태영건설,009410,2008/12,1698229191,94923328,45191433
(주)태영건설,009410,2009/12,1920690030,65146995,36800736
(주)태영건설,009410,2010/12,2593867336,116320893,92920938
(주)태영텔스타,060840,2002/12,,,
(주)태웅,044490,2001/12,,,
(주)태웅,044490,2002/12,,,
(주)태웅,044490,2003/12,,,
(주)태웅,044490,2004/12,,,
(주)태웅,044490,2005/12,,,
(주)태웅,044490,2006/12,,,
(주)태웅,044490,2007/12,,,
(주)태웅,044490,2008/12,,,
(주)태웅,044490,2009/12,,,
(주)태웅,044490,2010/12,,,
(주)태창파로스,039850,2000/12,,,
(주)태창파로스,039850,2001/12,,,
(주)태창파로스,039850,2002/12,,,
(주)태창파로스,039850,2003/12,,,
(주)태창파로스,039850,2004/12,,,
(주)태창파로스,039850,2005/12,,,
(주)태창파로스,039850,2006/12,,,
(주)태창파로스,039850,2007/12,,,
(주)태창파로스,039850,2008/12,,,
(주)태창파로스,039850,2009/12,,,
(주)태창파로스,039850,2010/12,,,
(주)태평양제약,016570,2000/12,,,
(주)태평양제약,016570,2001/12,,,
(주)태평양제약,016570,2002/12,,,
(주)태평양제약,016570,2003/12,,,
(주)태평양제약,016570,2004/12,,,
(주)태평양제약,016570,2005/12,,,
(주)태평양제약,016570,2006/12,,,
(주)태평양제약,016570,2007/12,,,
(주)태평양제약,016570,2008/12,,,
(주)태평양제약,016570,2009/12,,,
(주)태평양제약,016570,2010/12,,,
(주)택산아이엔씨,036900,2000/12,,,
(주)택산아이엔씨,036900,2001/12,,,
(주)택산아이엔씨,036900,2002/12,,,
(주)택산아이엔씨,036900,2003/12,,,
(주)택산아이엔씨,036900,2004/12,,,
(주)터보테크,032420,2000/12,,,
(주)터보테크,032420,2001/12,,,
(주)터보테크,032420,2002/12,,,
(주)터보테크,032420,2003/12,,,
(주)터보테크,032420,2004/12,,,
(주)터보테크,032420,2005/12,,,
(주)터보테크,032420,2006/12,18574355,-10995277,-22146053
(주)터보테크,032420,2007/12,,,
(주)터보테크,032420,2008/12,15408034,-4189070,-7374140
(주)터보테크,032420,2009/12,15043264,-5311253,-5786446
(주)터보테크,032420,2010/12,12360155,-5998624,-9236054
(주)테라,032780,2000/12,,,
(주)테라,032780,2001/12,,,
(주)테라,032780,2002/12,,,
(주)테라리소스,053320,2002/12,,,
(주)테라리소스,053320,2003/12,,,
(주)테라리소스,053320,2004/12,,,
(주)테라리소스,053320,2005/12,,,
(주)테라리소스,053320,2006/12,,,
(주)테라리소스,053320,2007/12,,,
(주)테라리소스,053320,2008/12,4425453,-7229225,14739704
(주)테라리소스,053320,2009/12,,,
(주)테라리소스,053320,2010/12,3711194,-6637792,-7632037
(주)테라젠이텍스,066700,2004/12,,,
(주)테라젠이텍스,066700,2005/12,18736145,-5700633,-9202202
(주)테라젠이텍스,066700,2006/12,36118210,-1864006,-2837177
(주)테라젠이텍스,066700,2007/12,37362269,-3701378,-3411511
(주)테라젠이텍스,066700,2008/12,59321179,1304617,-1212607
(주)테라젠이텍스,066700,2009/12,61121016,2128436,1137731
(주)테라젠이텍스,066700,2010/12,80776580,3935603,1157173
(주)테스,095610,2008/12,,,
(주)테스,095610,2009/12,,,
(주)테스,095610,2010/12,,,
(주)테크메이트,043690,2001/12,,,
(주)테크메이트,043690,2002/12,,,
(주)테크메이트,043690,2003/12,,,
(주)텔레칩스,054450,2004/12,,,
(주)텔레칩스,054450,2005/12,,,
(주)텔레칩스,054450,2006/12,,,
(주)텔레칩스,054450,2007/12,,,
(주)텔레칩스,054450,2008/12,,,
(주)텔레칩스,054450,2009/12,79938721,6678078,12892932
(주)텔레칩스,054450,2010/12,82429226,2791117,5872644
(주)텔레필드,091440,2008/12,,,
(주)텔레필드,091440,2009/12,,,
(주)텔레필드,091440,2010/12,,,
(주)토비스,051360,2004/12,,,
(주)토비스,051360,2005/12,,,
(주)토비스,051360,2006/12,,,
(주)토비스,051360,2007/12,,,
(주)토비스,051360,2008/12,,,
(주)토비스,051360,2009/12,,,
(주)토비스,051360,2010/12,,,
(주)토탈소프트뱅크,045340,2002/12,,,
(주)토탈소프트뱅크,045340,2003/12,,,
(주)토탈소프트뱅크,045340,2004/12,,,
(주)토탈소프트뱅크,045340,2005/12,,,
(주)토탈소프트뱅크,045340,2006/12,,,
(주)토탈소프트뱅크,045340,2007/12,,,
(주)토탈소프트뱅크,045340,2008/12,,,
(주)토탈소프트뱅크,045340,2009/12,,,
(주)토탈소프트뱅크,045340,2010/12,,,
(주)톰보이,012580,2000/12,,,
(주)톰보이,012580,2001/12,,,
(주)톰보이,012580,2002/12,,,
(주)톰보이,012580,2003/12,,,
(주)톰보이,012580,2004/12,,,
(주)톰보이,012580,2005/12,,,
(주)톰보이,012580,2006/12,,,
(주)톰보이,012580,2007/12,,,
(주)톰보이,012580,2008/12,,,
(주)톰보이,012580,2009/12,,,
(주)톱텍,108230,2009/12,,,
(주)톱텍,108230,2010/12,146829505,11767371,12339489
(주)투비소프트,079970,2010/12,,,
(주)트라이써클,034010,2000/12,,,
(주)트라이써클,034010,2001/12,,,
(주)트라이써클,034010,2002/12,,,
(주)트라이써클,034010,2003/12,,,
(주)트라이써클,034010,2004/12,,,
(주)트라이써클,034010,2005/12,,,
(주)트라이써클,034010,2006/12,,,
(주)트라이써클,034010,2007/12,,,
(주)트라이써클,034010,2008/12,,,
(주)트라이써클,034010,2009/12,,,
(주)트라이써클,034010,2010/12,,,
(주)트라이콤,038410,2006/12,,,
(주)트라이콤,038410,2007/12,75797308,13173165,6856553
(주)트래픽아이티에스,038050,2002/12,,,
(주)트래픽아이티에스,038050,2003/12,,,
(주)트레이스,052290,2001/12,,,
(주)트레이스,052290,2002/12,,,
