회사명,거래소코드,회계년도,상장일,상장폐지일,매출액증가율_계산
한국전력공사(주),15760,2010/12,1989/08/10,,15.979677737021388
한국전력공사(주),15760,2011/12,1989/08/10,,10.415325333866315
한국전력공사(주),15760,2012/12,1989/08/10,,13.528370266290995
한국전력공사(주),15760,2013/12,1989/08/10,,9.340632691678218
한국전력공사(주),15760,2014/12,1989/08/10,,6.360525998516408
한국전력공사(주),15760,2015/12,1989/08/10,,2.579977413786123
한국전력공사(주),15760,2016/12,1989/08/10,,2.0907558131231734
한국전력공사(주),15760,2017/12,1989/08/10,,-0.6238903543130743
한국전력공사(주),15760,2018/12,1989/08/10,,1.358772674256107
한국전력공사(주),15760,2019/12,1989/08/10,,-2.3994348449493557
한국전력공사(주),15760,2020/12,1989/08/10,,-1.020021161717807
한국전력기술(주),52690,2010/12,2009/12/14,,31.16049164809519
한국전력기술(주),52690,2011/12,2009/12/14,,14.337771868508629
한국전력기술(주),52690,2012/12,2009/12/14,,18.42977354287276
한국전력기술(주),52690,2013/12,2009/12/14,,-3.8318005175797842
한국전력기술(주),52690,2014/12,2009/12/14,,11.44080603253027
한국전력기술(주),52690,2015/12,2009/12/14,,-21.89217510228763
한국전력기술(주),52690,2016/12,2009/12/14,,-23.05205181570831
한국전력기술(주),52690,2017/12,2009/12/14,,-3.126292193310306
한국전력기술(주),52690,2018/12,2009/12/14,,-11.524488810641765
한국전력기술(주),52690,2019/12,2009/12/14,,3.443414897020732
한국전력기술(주),52690,2020/12,2009/12/14,,-3.769677793699194
한국전자금융(주),63570,2010/12,2006/07/14,,2.2751989307084055
한국전자금융(주),63570,2011/12,2006/07/14,,12.6388059838475
한국전자금융(주),63570,2012/12,2006/07/14,,8.695481407775297
한국전자금융(주),63570,2013/12,2006/07/14,,-1.749473929287885
한국전자금융(주),63570,2014/12,2006/07/14,,1.6819715019763692
한국전자금융(주),63570,2015/12,2006/07/14,,8.780463161001231
한국전자금융(주),63570,2016/12,2006/07/14,,41.3009535910957
한국전자금융(주),63570,2017/12,2006/07/14,,11.852450232080724
한국전자금융(주),63570,2018/12,2006/07/14,,22.14525334107832
한국전자금융(주),63570,2019/12,2006/07/14,,-3.9220051069160307
한국전자금융(주),63570,2020/12,2006/07/14,,-3.7652590880240187
한국전자인증(주),41460,2010/12,2010/11/19,,38.47945578795245
한국전자인증(주),41460,2011/12,2010/11/19,,13.780954766136308
한국전자인증(주),41460,2012/12,2010/11/19,,15.562218993928651
한국전자인증(주),41460,2013/12,2010/11/19,,7.269908906410157
한국전자인증(주),41460,2014/12,2010/11/19,,4.436716947547639
한국전자인증(주),41460,2015/12,2010/11/19,,3.335017534579282
한국전자인증(주),41460,2016/12,2010/11/19,,5.441480018750956
한국전자인증(주),41460,2017/12,2010/11/19,,0.48529153099030875
한국전자인증(주),41460,2018/12,2010/11/19,,-0.5827463917173963
한국전자인증(주),41460,2019/12,2010/11/19,,7.908357435584463
한국전자인증(주),41460,2020/12,2010/11/19,,14.360968437204333
한국정밀기계(주),101680,2010/12,2009/05/19,,-4.079563119748946
한국정밀기계(주),101680,2011/12,2009/05/19,,-12.02613897479569
한국정밀기계(주),101680,2012/12,2009/05/19,,-31.92305862620593
한국정밀기계(주),101680,2013/12,2009/05/19,,-52.03700054153413
한국정밀기계(주),101680,2014/12,2009/05/19,,24.319616802297844
한국정밀기계(주),101680,2015/12,2009/05/19,,-40.471265470195696
한국정밀기계(주),101680,2016/12,2009/05/19,,-35.339437502082056
한국정밀기계(주),101680,2017/12,2009/05/19,,94.28981858502651
한국정밀기계(주),101680,2018/12,2009/05/19,,-4.049745282565627
한국정밀기계(주),101680,2019/12,2009/05/19,,5.576016213339344
한국정밀기계(주),101680,2020/12,2009/05/19,,-62.07655169924497
한국정보공학(주),39740,2010/12,2000/07/06,,36.15651040452117
한국정보공학(주),39740,2011/12,2000/07/06,,23.510136713390377
한국정보공학(주),39740,2012/12,2000/07/06,,5.456164230984969
한국정보공학(주),39740,2013/12,2000/07/06,,-5.595156333532737
한국정보공학(주),39740,2014/12,2000/07/06,,-7.404071451563206
한국정보공학(주),39740,2015/12,2000/07/06,,1.2533966498236675
한국정보공학(주),39740,2016/12,2000/07/06,,-17.98253474513901
한국정보공학(주),39740,2017/12,2000/07/06,,25.701436314456554
한국정보공학(주),39740,2018/12,2000/07/06,,9.027366214660546
한국정보공학(주),39740,2019/12,2000/07/06,,-8.178331780503276
한국정보공학(주),39740,2020/12,2000/07/06,,11.619332755550662
한국정보인증(주),53300,2010/12,2014/02/04,,32.148183619238964
한국정보인증(주),53300,2011/12,2014/02/04,,11.052745361578316
한국정보인증(주),53300,2012/12,2014/02/04,,5.139371675410863
한국정보인증(주),53300,2013/12,2014/02/04,,-8.561510792939574
한국정보인증(주),53300,2014/12,2014/02/04,,0.8573954403821955
한국정보인증(주),53300,2015/12,2014/02/04,,9.732815154117727
한국정보인증(주),53300,2016/12,2014/02/04,,7.7658002470870375
한국정보인증(주),53300,2017/12,2014/02/04,,3.444531374339108
한국정보인증(주),53300,2018/12,2014/02/04,,7.716605561316718
한국정보인증(주),53300,2019/12,2014/02/04,,9.492471462186261
한국정보인증(주),53300,2020/12,2014/02/04,,7.289585286431914
한국정보통신(주),25770,2010/12,1998/01/20,,18.908783392298332
한국정보통신(주),25770,2011/12,1998/01/20,,19.450068557550697
한국정보통신(주),25770,2012/12,1998/01/20,,17.007894779711112
한국정보통신(주),25770,2013/12,1998/01/20,,12.132777196653343
한국정보통신(주),25770,2014/12,1998/01/20,,9.832068620673844
한국정보통신(주),25770,2015/12,1998/01/20,,19.606068341875957
한국정보통신(주),25770,2016/12,1998/01/20,,23.867228274937194
한국정보통신(주),25770,2017/12,1998/01/20,,11.940947876925936
한국정보통신(주),25770,2018/12,1998/01/20,,17.77346748704961
한국정보통신(주),25770,2019/12,1998/01/20,,12.451949656259657
한국정보통신(주),25770,2020/12,1998/01/20,,-0.7058253486186477
한국제지(주),2300,2010/12,1971/06/23,2020/07/13,6.535125120493788
한국제지(주),2300,2011/12,1971/06/23,2020/07/13,-11.824061316711095
한국제지(주),2300,2012/12,1971/06/23,2020/07/13,-0.1875093552599859
한국제지(주),2300,2013/12,1971/06/23,2020/07/13,14.23702538277554
한국제지(주),2300,2014/12,1971/06/23,2020/07/13,-9.228156406027354
한국제지(주),2300,2015/12,1971/06/23,2020/07/13,-0.7317484192224161
한국제지(주),2300,2016/12,1971/06/23,2020/07/13,-0.382857949857866
한국제지(주),2300,2017/12,1971/06/23,2020/07/13,3.853795957637282
한국제지(주),2300,2018/12,1971/06/23,2020/07/13,6.714779816444956
한국제지(주),2300,2019/12,1971/06/23,2020/07/13,-0.9429393584427341
한국조선해양(주),9540,2010/12,1999/08/24,,54.074612035467354
한국조선해양(주),9540,2011/12,1999/08/24,,19.16442159626242
한국조선해양(주),9540,2012/12,1999/08/24,,2.3496489814247092
한국조선해양(주),9540,2013/12,1999/08/24,,-1.4290561779678974
한국조선해양(주),9540,2014/12,1999/08/24,,-2.963182359528454
한국조선해양(주),9540,2015/12,1999/08/24,,-11.914183363651317
한국조선해양(주),9540,2016/12,1999/08/24,,-15.107122979901922
한국조선해양(주),9540,2017/12,1999/08/24,,-60.65949368917363
한국조선해양(주),9540,2018/12,1999/08/24,,-15.185010503741534
한국조선해양(주),9540,2019/12,1999/08/24,,15.721639147100449
한국조선해양(주),9540,2020/12,1999/08/24,,-1.8369468491278655
한국주강(주),25890,2010/12,1997/07/18,,-7.437871120519644
한국주강(주),25890,2011/12,1997/07/18,,9.032704284588297
한국주강(주),25890,2012/12,1997/07/18,,5.472732074192665
한국주강(주),25890,2013/12,1997/07/18,,-25.078360289802433
한국주강(주),25890,2014/12,1997/07/18,,7.641208224289607
한국주강(주),25890,2015/12,1997/07/18,,-5.841810660661639
한국주강(주),25890,2016/12,1997/07/18,,-25.496980380202107
한국주강(주),25890,2017/12,1997/07/18,,12.898553650286477
한국주강(주),25890,2018/12,1997/07/18,,30.80179100447049
한국주강(주),25890,2019/12,1997/07/18,,-7.321334154284161
한국주강(주),25890,2020/12,1997/07/18,,-6.576963857090498
한국주철관공업(주),970,2010/03,1969/12/12,,-8.782410547175783
한국주철관공업(주),970,2011/03,1969/12/12,,18.708012722078333
한국주철관공업(주),970,2012/03,1969/12/12,,18.406266681333232
한국주철관공업(주),970,2013/03,1969/12/12,,2.9587699752233423
한국주철관공업(주),970,2014/03,1969/12/12,,-0.16675939809444776
한국주철관공업(주),970,2015/03,1969/12/12,,-3.371942038762015
한국주철관공업(주),970,2016/03,1969/12/12,,5.644457771176033
한국주철관공업(주),970,2017/03,1969/12/12,,16.21285995930853
한국주철관공업(주),970,2018/03,1969/12/12,,8.610539918597967
한국주철관공업(주),970,2019/03,1969/12/12,,-0.7842450448103604
한국주철관공업(주),970,2020/03,1969/12/12,,4.758135822848092
한국지역난방공사,71320,2010/12,2010/01/29,,21.62718814261428
한국지역난방공사,71320,2011/12,2010/01/29,,39.190270372064205
한국지역난방공사,71320,2012/12,2010/01/29,,31.658902235572977
한국지역난방공사,71320,2013/12,2010/01/29,,2.4570566722593776
한국지역난방공사,71320,2014/12,2010/01/29,,-17.699041095425002
한국지역난방공사,71320,2015/12,2010/01/29,,-15.49815251375278
한국지역난방공사,71320,2016/12,2010/01/29,,-14.090217438807045
한국지역난방공사,71320,2017/12,2010/01/29,,6.660694508087437
한국지역난방공사,71320,2018/12,2010/01/29,,35.59203957196418
한국지역난방공사,71320,2019/12,2010/01/29,,-4.801306888547845
한국지역난방공사,71320,2020/12,2010/01/29,,-11.36024737532743
한국철강(주),104700,2010/12,2008/09/29,,-3.464478673256882
한국철강(주),104700,2011/12,2008/09/29,,15.987401275872651
한국철강(주),104700,2012/12,2008/09/29,,-3.2883971014524613
한국철강(주),104700,2013/12,2008/09/29,,-16.812321662993117
한국철강(주),104700,2014/12,2008/09/29,,-9.005968546048152
한국철강(주),104700,2015/12,2008/09/29,,-8.380036440544382
한국철강(주),104700,2016/12,2008/09/29,,-3.0922248731521313
한국철강(주),104700,2017/12,2008/09/29,,11.381449278191967
한국철강(주),104700,2018/12,2008/09/29,,5.223645756874837
한국철강(주),104700,2019/12,2008/09/29,,-7.5069508541004
한국철강(주),104700,2020/12,2008/09/29,,-11.920438258750082
한국컴퓨터(주),54040,2010/12,2002/01/15,,60.31615922836847
한국컴퓨터(주),54040,2011/12,2002/01/15,,-11.461163700179707
한국컴퓨터(주),54040,2012/12,2002/01/15,,26.84569765009943
한국컴퓨터(주),54040,2013/12,2002/01/15,,-3.157831981613833
한국컴퓨터(주),54040,2014/12,2002/01/15,,-11.372001255705745
한국컴퓨터(주),54040,2015/12,2002/01/15,,-18.538547158149264
한국컴퓨터(주),54040,2016/12,2002/01/15,,-20.380913161085072
한국컴퓨터(주),54040,2017/12,2002/01/15,,-6.0629270054132665
한국컴퓨터(주),54040,2018/12,2002/01/15,,-48.407580153028256
한국컴퓨터(주),54040,2019/12,2002/01/15,,-3.3220745623197727
한국컴퓨터(주),54040,2020/12,2002/01/15,,21.103169221073056
한국컴퓨터지주(주),9760,2004/12,1988/07/28,2005/04/19,19.545819230576143
한국코아(주),10150,2003/12,1987/09/10,2004/04/23,1.9245953463726266
한국콜마(주),161890,2014/12,2012/10/19,,159.45260546541343
한국콜마(주),161890,2015/12,2012/10/19,,16.171922347287925
한국콜마(주),161890,2016/12,2012/10/19,,24.563604441918827
한국콜마(주),161890,2017/12,2012/10/19,,23.094215790878884
한국콜마(주),161890,2018/12,2012/10/19,,65.2676328820629
한국콜마(주),161890,2019/12,2012/10/19,,13.466384973033389
한국콜마(주),161890,2020/12,2012/10/19,,-14.190717439923366
한국콜마홀딩스(주),24720,2010/03,2002/04/09,,22.178850646086087
한국콜마홀딩스(주),24720,2011/03,2002/04/09,,44.45058506344986
한국콜마홀딩스(주),24720,2012/03,2002/04/09,,19.457066776882673
한국콜마홀딩스(주),24720,2013/03,2002/04/09,,-67.1433504596442
한국콜마홀딩스(주),24720,2014/12,2002/04/09,,108.65006051453447
한국콜마홀딩스(주),24720,2015/12,2002/04/09,,34.652371666498354
한국콜마홀딩스(주),24720,2016/12,2002/04/09,,10.30536881896191
한국콜마홀딩스(주),24720,2017/12,2002/04/09,,48.458829970370076
한국콜마홀딩스(주),24720,2018/12,2002/04/09,,14.499774722124995
한국콜마홀딩스(주),24720,2019/12,2002/04/09,,5.6503293886909365
한국콜마홀딩스(주),24720,2020/12,2002/04/09,,13.825711262736599
한국타이어앤테크놀로지(주),161390,2013/12,2012/10/04,,205.0736342813151
한국타이어앤테크놀로지(주),161390,2014/12,2012/10/04,,-5.494085374752926
한국타이어앤테크놀로지(주),161390,2015/12,2012/10/04,,-3.782082907864808
한국타이어앤테크놀로지(주),161390,2016/12,2012/10/04,,3.0115836178909063
한국타이어앤테크놀로지(주),161390,2017/12,2012/10/04,,2.8858736024225737
한국타이어앤테크놀로지(주),161390,2018/12,2012/10/04,,-0.2608180890743247
한국타이어앤테크놀로지(주),161390,2019/12,2012/10/04,,1.2976984317315803
한국타이어앤테크놀로지(주),161390,2020/12,2012/10/04,,-6.249891126397057
한국통신데이타(주),45760,2007/12,2002/04/23,2008/06/13,37.06452766109572
한국프랜지공업(주),10100,2010/12,1987/10/02,,29.67751010664107
한국프랜지공업(주),10100,2011/12,1987/10/02,,13.82061704167754
한국프랜지공업(주),10100,2012/12,1987/10/02,,-1.8743044884158047
한국프랜지공업(주),10100,2013/12,1987/10/02,,1.5717014550922244
한국프랜지공업(주),10100,2014/12,1987/10/02,,0.3947299413970649
한국프랜지공업(주),10100,2015/12,1987/10/02,,16.385395688783248
한국프랜지공업(주),10100,2016/12,1987/10/02,,2.1142051642896065
한국프랜지공업(주),10100,2017/12,1987/10/02,,-14.821631319049716
한국프랜지공업(주),10100,2018/12,1987/10/02,,-19.42605328235069
한국프랜지공업(주),10100,2019/12,1987/10/02,,20.20576927633641
한국프랜지공업(주),10100,2020/12,1987/10/02,,-7.596221963716894
한국합섬(주),25830,2006/12,1995/10/05,2007/04/25,-93.15157561573032
한국항공우주산업(주),47810,2010/12,2011/06/30,,16.578376190759656
한국항공우주산업(주),47810,2011/12,2011/06/30,,1.5328552980479628
한국항공우주산업(주),47810,2012/12,2011/06/30,,19.319886920537932
한국항공우주산업(주),47810,2013/12,2011/06/30,,31.391269418656393
한국항공우주산업(주),47810,2014/12,2011/06/30,,15.487212326952516
한국항공우주산업(주),47810,2015/12,2011/06/30,,30.53849266900658
한국항공우주산업(주),47810,2016/12,2011/06/30,,-3.072833331442435
한국항공우주산업(주),47810,2017/12,2011/06/30,,-29.666781624347312
한국항공우주산업(주),47810,2018/12,2011/06/30,,34.4444282559148
한국항공우주산업(주),47810,2019/12,2011/06/30,,11.634290332447952
한국항공우주산업(주),47810,2020/12,2011/06/30,,-9.164216124965952
한국화장품(주),123690,2011/12,2010/06/01,,119.75967499323133
한국화장품(주),123690,2012/12,2010/06/01,,4.434501973977432
한국화장품(주),123690,2013/12,2010/06/01,,-6.445827146225305
한국화장품(주),123690,2014/12,2010/06/01,,11.162368976154974
한국화장품(주),123690,2015/12,2010/06/01,,28.968642274478906
한국화장품(주),123690,2016/12,2010/06/01,,63.2913759041576
한국화장품(주),123690,2017/12,2010/06/01,,-5.908886441877477
한국화장품(주),123690,2018/12,2010/06/01,,1.7365042910957769
한국화장품(주),123690,2019/12,2010/06/01,,-14.742561066256165
한국화장품(주),123690,2020/12,2010/06/01,,-44.74038410477292
한라아이엠에스(주),92460,2010/12,2007/05/22,,0.8852625948009603
한라아이엠에스(주),92460,2011/12,2007/05/22,,12.646572309963974
한라아이엠에스(주),92460,2012/12,2007/05/22,,-1.162541360422
한라아이엠에스(주),92460,2013/12,2007/05/22,,-10.630587931935384
한라아이엠에스(주),92460,2014/12,2007/05/22,,21.617704033334924
한라아이엠에스(주),92460,2015/12,2007/05/22,,11.811754498028149
한라아이엠에스(주),92460,2016/12,2007/05/22,,-9.724017041586903
한라아이엠에스(주),92460,2017/12,2007/05/22,,-16.781383566302516
한라아이엠에스(주),92460,2018/12,2007/05/22,,-7.043436373812982
한라아이엠에스(주),92460,2019/12,2007/05/22,,47.08906889977468
한라아이엠에스(주),92460,2020/12,2007/05/22,,12.219700500495783
한미반도체(주),42700,2010/12,2005/07/22,,122.04928941375964
한미반도체(주),42700,2011/12,2005/07/22,,-20.784006162332517
한미반도체(주),42700,2012/12,2005/07/22,,-1.3773410711540752
한미반도체(주),42700,2013/12,2005/07/22,,10.470700523604089
한미반도체(주),42700,2014/12,2005/07/22,,0.39681011833851804
한미반도체(주),42700,2015/12,2005/07/22,,-38.74911595044906
한미반도체(주),42700,2016/12,2005/07/22,,41.15469120084994
한미반도체(주),42700,2017/12,2005/07/22,,18.663854075319424
한미반도체(주),42700,2018/12,2005/07/22,,10.042986660677007
한미반도체(주),42700,2019/12,2005/07/22,,-44.555835560956076
한미반도체(주),42700,2020/12,2005/07/22,,113.81558450448223
한미사이언스(주),8930,2010/12,1988/06/20,,-6.163495304737958
한미사이언스(주),8930,2011/12,1988/06/20,,-97.3208895864001
한미사이언스(주),8930,2012/12,1988/06/20,,16.336651301347736
한미사이언스(주),8930,2013/12,1988/06/20,,992.1909195881966
한미사이언스(주),8930,2014/12,1988/06/20,,141.78610677436816
한미사이언스(주),8930,2015/12,1988/06/20,,45.73996618863257
한미사이언스(주),8930,2016/12,1988/06/20,,-14.336826125775538
한미사이언스(주),8930,2017/12,1988/06/20,,-1.9480830781691276
한미사이언스(주),8930,2018/12,1988/06/20,,8.53424932916196
한미사이언스(주),8930,2019/12,1988/06/20,,15.342398375844715
한미사이언스(주),8930,2020/12,1988/06/20,,4.991875499553755
한미약품(주),128940,2011/12,2010/07/30,,79.67630348982915
한미약품(주),128940,2012/12,2010/07/30,,11.186718113659573
한미약품(주),128940,2013/12,2010/07/30,,8.327596346464963
한미약품(주),128940,2014/12,2010/07/30,,4.265841599298737
한미약품(주),128940,2015/12,2010/07/30,,73.06835597063072
한미약품(주),128940,2016/12,2010/07/30,,-33.00176790282639
한미약품(주),128940,2017/12,2010/07/30,,3.8360085337352046
한미약품(주),128940,2018/12,2010/07/30,,10.841971132154303
한미약품(주),128940,2019/12,2010/07/30,,9.615272024132786
한미약품(주),128940,2020/12,2010/07/30,,-3.3939017043799833
한별텔레콤(주),16550,2001/12,1989/08/25,2002/04/19,-84.22620979140977
한보철강공업(주),1920,2001/12,1977/09/21,2002/04/19,10.083274111625547
한빛전자통신(주),44570,2001/12,2001/12/28,2002/06/06,
한서제약(주),44070,2008/12,2004/11/19,2009/08/25,26.053985744214497
한성기업(주),3680,2010/12,1989/01/26,,12.629588077987423
한성기업(주),3680,2011/12,1989/01/26,,5.824156195177997
한성기업(주),3680,2012/12,1989/01/26,,1.736129930174777
한성기업(주),3680,2013/12,1989/01/26,,3.914406404883751
한성기업(주),3680,2014/12,1989/01/26,,1.212071865027816
한성기업(주),3680,2015/12,1989/01/26,,1.5249142229242096
한성기업(주),3680,2016/12,1989/01/26,,9.993401173374664
한성기업(주),3680,2017/12,1989/01/26,,0.6594011751370109
한성기업(주),3680,2018/12,1989/01/26,,-11.130480641503878
한성기업(주),3680,2019/12,1989/01/26,,-5.847245008265373
한성기업(주),3680,2020/12,1989/01/26,,-1.461185281245369
한세실업(주),105630,2010/12,2009/03/20,,5.045661566223984
한세실업(주),105630,2011/12,2009/03/20,,14.834356432466084
한세실업(주),105630,2012/12,2009/03/20,,13.499972299346222
한세실업(주),105630,2013/12,2009/03/20,,9.628484750404668
한세실업(주),105630,2014/12,2009/03/20,,6.044740931264392
한세실업(주),105630,2015/12,2009/03/20,,20.814413624956146
한세실업(주),105630,2016/12,2009/03/20,,-2.4489755205157793
한세실업(주),105630,2017/12,2009/03/20,,10.57590723043003
한세실업(주),105630,2018/12,2009/03/20,,0.07904099568784681
한세실업(주),105630,2019/12,2009/03/20,,12.245828768201715
한세실업(주),105630,2020/12,2009/03/20,,-11.660129203434227
한세엠케이(주),69640,2010/12,2011/06/21,,20.68382349435371
한세엠케이(주),69640,2011/12,2011/06/21,,16.12930869486857
한세엠케이(주),69640,2012/12,2011/06/21,,5.6873830726596655
한세엠케이(주),69640,2013/12,2011/06/21,,-0.05448640782916084
한세엠케이(주),69640,2014/12,2011/06/21,,0.6728494458691564
한세엠케이(주),69640,2015/12,2011/06/21,,10.996282582744666
한세엠케이(주),69640,2016/12,2011/06/21,,9.932503089732624
한세엠케이(주),69640,2017/12,2011/06/21,,3.2707148645438098
한세엠케이(주),69640,2018/12,2011/06/21,,-1.796154414473596
한세엠케이(주),69640,2019/12,2011/06/21,,-4.800280387205335
한세엠케이(주),69640,2020/12,2011/06/21,,-28.382318289196597
한세예스24홀딩스(주),16450,2010/12,2000/01/06,,6.10983292678875
한세예스24홀딩스(주),16450,2011/12,2000/01/06,,12.325832057746773
한세예스24홀딩스(주),16450,2012/12,2000/01/06,,8.87143789806242
한세예스24홀딩스(주),16450,2013/12,2000/01/06,,6.790057411856173
한세예스24홀딩스(주),16450,2014/12,2000/01/06,,10.029944875322562
한세예스24홀딩스(주),16450,2015/12,2000/01/06,,20.68986282209779
한세예스24홀딩스(주),16450,2016/12,2000/01/06,,7.38019261694463
한세예스24홀딩스(주),16450,2017/12,2000/01/06,,9.924602116600303
한세예스24홀딩스(주),16450,2018/12,2000/01/06,,2.4043653710331703
한세예스24홀딩스(주),16450,2019/12,2000/01/06,,9.893879456436713
한세예스24홀딩스(주),16450,2020/12,2000/01/06,,0.9734315604759276
한솔로지스틱스(주),9180,2010/12,1989/11/13,,21.34432793890596
한솔로지스틱스(주),9180,2011/12,1989/11/13,,8.739240441401181
한솔로지스틱스(주),9180,2012/12,1989/11/13,,11.102302215382027
한솔로지스틱스(주),9180,2013/12,1989/11/13,,6.373654533087316
한솔로지스틱스(주),9180,2014/12,1989/11/13,,-5.070514187114226
한솔로지스틱스(주),9180,2015/12,1989/11/13,,-14.601188579737276
한솔로지스틱스(주),9180,2016/12,1989/11/13,,2.6254077140555827
한솔로지스틱스(주),9180,2017/12,1989/11/13,,-7.652687440256009
한솔로지스틱스(주),9180,2018/12,1989/11/13,,22.207313796724343
한솔로지스틱스(주),9180,2019/12,1989/11/13,,6.119457482599238
한솔로지스틱스(주),9180,2020/12,1989/11/13,,10.60992521907664
한솔신텍(주),99660,2010/12,2009/04/30,2018/07/09,-23.91141235096236
한솔신텍(주),99660,2011/12,2009/04/30,2018/07/09,58.60202645663502
한솔신텍(주),99660,2012/12,2009/04/30,2018/07/09,-26.787642198072465
한솔신텍(주),99660,2013/12,2009/04/30,2018/07/09,89.92485476017656
한솔신텍(주),99660,2014/12,2009/04/30,2018/07/09,-43.1200096641652
한솔신텍(주),99660,2015/12,2009/04/30,2018/07/09,2.79618437615635
한솔신텍(주),99660,2016/12,2009/04/30,2018/07/09,22.975624618314015
한솔신텍(주),99660,2017/12,2009/04/30,2018/07/09,-20.5979352078702
한솔아이원스(주),114810,2010/12,2013/02/07,,107.81142112698339
한솔아이원스(주),114810,2011/12,2013/02/07,,-9.935438298070668
한솔아이원스(주),114810,2012/12,2013/02/07,,9.528558829585105
한솔아이원스(주),114810,2013/12,2013/02/07,,26.231005187253643
한솔아이원스(주),114810,2014/12,2013/02/07,,14.710794635216057
한솔아이원스(주),114810,2015/12,2013/02/07,,0.319419598199011
한솔아이원스(주),114810,2016/12,2013/02/07,,22.531702212303145
한솔아이원스(주),114810,2017/12,2013/02/07,,52.449675156723366
한솔아이원스(주),114810,2018/12,2013/02/07,,31.670766328272183
한솔아이원스(주),114810,2019/12,2013/02/07,,-28.31468752170424
한솔아이원스(주),114810,2020/12,2013/02/07,,19.647028238499725
한솔아트원제지(주),7190,2010/12,1974/06/24,2017/03/15,3.8304108756204434
한솔아트원제지(주),7190,2011/12,1974/06/24,2017/03/15,-19.018149510893455
한솔아트원제지(주),7190,2012/12,1974/06/24,2017/03/15,-5.973486694012606
한솔아트원제지(주),7190,2013/12,1974/06/24,2017/03/15,1.981299936580307
한솔아트원제지(주),7190,2014/12,1974/06/24,2017/03/15,-11.080526546340487
한솔아트원제지(주),7190,2015/12,1974/06/24,2017/03/15,4.698113846889285
한솔인티큐브(주),70590,2010/12,2004/01/08,,-7.3189119566833964
한솔인티큐브(주),70590,2011/12,2004/01/08,,5.802193171837873
한솔인티큐브(주),70590,2012/12,2004/01/08,,-9.072577141262334
한솔인티큐브(주),70590,2013/12,2004/01/08,,18.424913778807152
한솔인티큐브(주),70590,2014/12,2004/01/08,,-3.8077172064563523
한솔인티큐브(주),70590,2015/12,2004/01/08,,9.374757063436721
한솔인티큐브(주),70590,2016/12,2004/01/08,,8.75487233612573
한솔인티큐브(주),70590,2017/12,2004/01/08,,-39.97142983085039
한솔인티큐브(주),70590,2018/12,2004/01/08,,37.65365419992412
한솔인티큐브(주),70590,2019/12,2004/01/08,,-7.483534289082819
한솔인티큐브(주),70590,2020/12,2004/01/08,,-10.815541724999346
한솔제지(주),213500,2016/12,2015/01/26,,1.249342660856987
한솔제지(주),213500,2017/12,2015/01/26,,14.805339841291525
한솔제지(주),213500,2018/12,2015/01/26,,2.003704148163249
한솔제지(주),213500,2019/12,2015/01/26,,6.708494741029361
한솔제지(주),213500,2020/12,2015/01/26,,-21.056110767053408
한솔테크닉스(주),4710,2010/12,1988/07/06,,28.7485328789452
한솔테크닉스(주),4710,2011/12,1988/07/06,,-48.05378999862797
한솔테크닉스(주),4710,2012/12,1988/07/06,,-42.28426342639674
한솔테크닉스(주),4710,2013/12,1988/07/06,,-8.564606952976419
한솔테크닉스(주),4710,2014/12,1988/07/06,,11.126713982031532
한솔테크닉스(주),4710,2015/12,1988/07/06,,14.889656019349992
한솔테크닉스(주),4710,2016/12,1988/07/06,,23.807677615812544
한솔테크닉스(주),4710,2017/12,1988/07/06,,15.80122753582529
한솔테크닉스(주),4710,2018/12,1988/07/06,,-9.981888538960908
한솔테크닉스(주),4710,2019/12,1988/07/06,,15.482161746111823
한솔테크닉스(주),4710,2020/12,1988/07/06,,22.90052120613523
한솔피엔에스(주),10420,2010/12,1989/05/31,,139.5348119372047
한솔피엔에스(주),10420,2011/12,1989/05/31,,-29.718436164822577
한솔피엔에스(주),10420,2012/12,1989/05/31,,-2.7006364269226926
한솔피엔에스(주),10420,2013/12,1989/05/31,,16.304442227641296
한솔피엔에스(주),10420,2014/12,1989/05/31,,17.53008258278732
한솔피엔에스(주),10420,2015/12,1989/05/31,,-8.57315810289886
한솔피엔에스(주),10420,2016/12,1989/05/31,,-3.563623304948264
한솔피엔에스(주),10420,2017/12,1989/05/31,,-4.427619899398157
한솔피엔에스(주),10420,2018/12,1989/05/31,,10.980809243611949
한솔피엔에스(주),10420,2019/12,1989/05/31,,-5.821948536957424
한솔피엔에스(주),10420,2020/12,1989/05/31,,4.673942430886933
한솔홀딩스(주),4150,2010/12,1972/05/17,,9.15854243646603
한솔홀딩스(주),4150,2011/12,1972/05/17,,-38.97158686594887
한솔홀딩스(주),4150,2012/12,1972/05/17,,0.7633433394165136
한솔홀딩스(주),4150,2013/12,1972/05/17,,11.081992032682496
한솔홀딩스(주),4150,2014/12,1972/05/17,,-60.50761271827545
한솔홀딩스(주),4150,2015/12,1972/05/17,,17.936911703512408
한솔홀딩스(주),4150,2016/12,1972/05/17,,-13.683653096323079
한솔홀딩스(주),4150,2017/12,1972/05/17,,11.20554648100877
한솔홀딩스(주),4150,2018/12,1972/05/17,,-20.930294982040078
한솔홀딩스(주),4150,2019/12,1972/05/17,,-22.48495211241267
한솔홀딩스(주),4150,2020/12,1972/05/17,,-33.62790268510821
한신공영(주),4960,2010/12,1976/07/07,,-5.435056018888421
한신공영(주),4960,2011/12,1976/07/07,,-16.923628630839936
